window_id,recording_id,true_family,predicted_family,action,classifier_confidence,memory_support,combined_support,novelty_score,classifier_memory_agree,used_repeat,fold_id,strategy,unknown_family,is_unknown
testing/peach/peach_6.csv#128:256,testing/peach/peach_6.csv,fruits,fruits,recognize,0.994628923084268,0.0024061700875836096,0.04892081727619505,0.951079182723805,True,False,outer-2-herbs,closed_set,herbs,False
testing/peach/peach_6.csv#256:384,testing/peach/peach_6.csv,fruits,fruits,recognize,0.9999978391268305,0.0011143371151693172,0.03338165225431694,0.9666183477456831,True,False,outer-2-herbs,closed_set,herbs,False
testing/peach/peach_6.csv#384:512,testing/peach/peach_6.csv,fruits,vegetables,recognize,0.9400046464418723,0.00040658696246591904,0.014075836735842652,0.9859241632641573,False,False,outer-2-herbs,closed_set,herbs,False
testing/pear/pear_6.csv#0:128,testing/pear/pear_6.csv,fruits,vegetables,recognize,0.553638795481329,0.30264409030554534,0.40933544876580713,0.5906645512341928,True,False,outer-2-herbs,closed_set,herbs,False
testing/pear/pear_6.csv#128:256,testing/pear/pear_6.csv,fruits,vegetables,recognize,0.661452741150841,0.5236436482683435,0.4237403555892151,0.5762596444107849,False,False,outer-2-herbs,closed_set,herbs,False
testing/pear/pear_6.csv#256:384,testing/pear/pear_6.csv,fruits,fruits,recognize,0.560584275435117,0.5112198637614832,0.5353333698871856,0.4646666301128144,True,False,outer-2-herbs,closed_set,herbs,False
testing/pear/pear_6.csv#384:512,testing/pear/pear_6.csv,fruits,vegetables,recognize,0.6267701753345384,0.3884769111110778,0.3552787757414738,0.6447212242585262,False,False,outer-2-herbs,closed_set,herbs,False
testing/pineapple/pineapple_6.csv#0:128,testing/pineapple/pineapple_6.csv,fruits,fruits,recognize,0.7600352340475985,0.07245014553357886,0.23465861014971554,0.7653413898502844,True,False,outer-2-herbs,closed_set,herbs,False
testing/pineapple/pineapple_6.csv#128:256,testing/pineapple/pineapple_6.csv,fruits,fruits,recognize,0.8230973677636334,0.07104521565503524,0.24182044991658416,0.7581795500834159,True,False,outer-2-herbs,closed_set,herbs,False
testing/pineapple/pineapple_6.csv#256:384,testing/pineapple/pineapple_6.csv,fruits,fruits,recognize,0.6388002837354909,0.08385658166788289,0.2314467717695193,0.7685532282304807,True,False,outer-2-herbs,closed_set,herbs,False
testing/pineapple/pineapple_6.csv#384:512,testing/pineapple/pineapple_6.csv,fruits,vegetables,recognize,0.5236818026216518,0.06276510597422812,0.13053451836884578,0.8694654816311542,False,False,outer-2-herbs,closed_set,herbs,False
testing/potato/potato_6.csv#0:128,testing/potato/potato_6.csv,vegetables,vegetables,recognize,0.657319398166239,0.15520188809965157,0.3194013332469465,0.6805986667530535,True,False,outer-2-herbs,closed_set,herbs,False
testing/potato/potato_6.csv#128:256,testing/potato/potato_6.csv,vegetables,vegetables,recognize,0.8241137550140792,0.28443241927306695,0.4841535594156736,0.5158464405843264,True,False,outer-2-herbs,closed_set,herbs,False
testing/potato/potato_6.csv#256:384,testing/potato/potato_6.csv,vegetables,vegetables,recognize,0.7896842060047787,0.18735852562089517,0.3846479800326041,0.6153520199673959,True,False,outer-2-herbs,closed_set,herbs,False
testing/potato/potato_6.csv#384:512,testing/potato/potato_6.csv,vegetables,vegetables,recognize,0.9117538961649172,0.22739995215451064,0.45533810774477335,0.5446618922552267,True,False,outer-2-herbs,closed_set,herbs,False
testing/radish/radish_6.csv#0:128,testing/radish/radish_6.csv,vegetables,fruits,recognize,0.8263466010432645,0.5134614082067511,0.46899425493809366,0.5310057450619063,False,False,outer-2-herbs,closed_set,herbs,False
testing/radish/radish_6.csv#128:256,testing/radish/radish_6.csv,vegetables,fruits,recognize,0.8019300389404566,0.640101232692229,0.5158519410724332,0.48414805892756685,False,False,outer-2-herbs,closed_set,herbs,False
testing/radish/radish_6.csv#256:384,testing/radish/radish_6.csv,vegetables,fruits,recognize,0.6171893032662396,0.6614510158548285,0.4600346409303384,0.5399653590696616,False,False,outer-2-herbs,closed_set,herbs,False
testing/radish/radish_6.csv#384:512,testing/radish/radish_6.csv,vegetables,fruits,recognize,0.8206669487225484,0.580175208978262,0.49681597460055477,0.5031840253994453,False,False,outer-2-herbs,closed_set,herbs,False
testing/radish/radish_6.csv#512:640,testing/radish/radish_6.csv,vegetables,fruits,recognize,0.8594451696446681,0.5160574496034926,0.4795022063297918,0.5204977936702082,False,False,outer-2-herbs,closed_set,herbs,False
testing/saffron/saffron_6.csv#0:128,testing/saffron/saffron_6.csv,spices,spices,recognize,0.6344713602744337,0.6212137910454522,0.6278075812108722,0.3721924187891278,True,False,outer-2-herbs,closed_set,herbs,False
testing/saffron/saffron_6.csv#128:256,testing/saffron/saffron_6.csv,spices,spices,recognize,0.8643395531706172,0.6690721153258752,0.7604639986216879,0.2395360013783121,True,False,outer-2-herbs,closed_set,herbs,False
testing/saffron/saffron_6.csv#256:384,testing/saffron/saffron_6.csv,spices,spices,recognize,0.7358850760339835,0.690539390130335,0.7128517599126218,0.28714824008737816,True,False,outer-2-herbs,closed_set,herbs,False
testing/saffron/saffron_6.csv#384:512,testing/saffron/saffron_6.csv,spices,spices,recognize,0.986960979437367,0.47364186454319546,0.6837148810228522,0.31628511897714784,True,False,outer-2-herbs,closed_set,herbs,False
testing/star_anise/star_anise_6.csv#0:128,testing/star_anise/star_anise_6.csv,spices,spices,recognize,0.9233195198010496,0.48480524454149976,0.6690516763203632,0.3309483236796368,True,False,outer-2-herbs,closed_set,herbs,False
testing/star_anise/star_anise_6.csv#128:256,testing/star_anise/star_anise_6.csv,spices,spices,recognize,0.9506540887288422,0.4907235141987441,0.6830141398305178,0.31698586016948216,True,False,outer-2-herbs,closed_set,herbs,False
testing/star_anise/star_anise_6.csv#256:384,testing/star_anise/star_anise_6.csv,spices,spices,recognize,0.9655809200533187,0.45358327648423435,0.6617940445700957,0.3382059554299043,True,False,outer-2-herbs,closed_set,herbs,False
testing/star_anise/star_anise_6.csv#384:512,testing/star_anise/star_anise_6.csv,spices,spices,recognize,0.9346303206607393,0.41097096761407453,0.6197627991767469,0.3802372008232531,True,False,outer-2-herbs,closed_set,herbs,False
testing/strawberry/strawberry_6.csv#0:128,testing/strawberry/strawberry_6.csv,fruits,spices,recognize,0.6138615962241148,0.551301807513389,0.41885377773136323,0.5811462222686368,False,False,outer-2-herbs,closed_set,herbs,False
testing/strawberry/strawberry_6.csv#128:256,testing/strawberry/strawberry_6.csv,fruits,fruits,recognize,0.5345749871168268,0.5281173931378588,0.5313363799259778,0.4686636200740222,True,False,outer-2-herbs,closed_set,herbs,False
testing/strawberry/strawberry_6.csv#256:384,testing/strawberry/strawberry_6.csv,fruits,spices,recognize,0.48580070000309056,0.6246126650267264,0.3966130112799681,0.6033869887200318,False,False,outer-2-herbs,closed_set,herbs,False
testing/strawberry/strawberry_6.csv#384:512,testing/strawberry/strawberry_6.csv,fruits,spices,recognize,0.6172834503501334,0.5489415233191787,0.4191194878557557,0.5808805121442443,False,False,outer-2-herbs,closed_set,herbs,False
testing/strawberry/strawberry_6.csv#512:640,testing/strawberry/strawberry_6.csv,fruits,fruits,recognize,0.5047065994543215,0.7013003138562128,0.5949377249785204,0.4050622750214796,True,False,outer-2-herbs,closed_set,herbs,False
testing/sweet_potato/sweet_potato_6.csv#0:128,testing/sweet_potato/sweet_potato_6.csv,vegetables,vegetables,recognize,0.9999156889437596,1.9489407031647634e-05,0.003178436216850372,0.9968215637831497,False,False,outer-2-herbs,closed_set,herbs,False
testing/sweet_potato/sweet_potato_6.csv#128:256,testing/sweet_potato/sweet_potato_6.csv,vegetables,vegetables,recognize,0.999510307985926,1.9986556565203102e-05,0.00446953793003978,0.9955304620699602,True,False,outer-2-herbs,closed_set,herbs,False
testing/sweet_potato/sweet_potato_6.csv#256:384,testing/sweet_potato/sweet_potato_6.csv,vegetables,vegetables,recognize,0.6438259160268172,0.011960131023301356,0.08775102456312261,0.9122489754368774,True,False,outer-2-herbs,closed_set,herbs,False
testing/sweet_potato/sweet_potato_6.csv#384:512,testing/sweet_potato/sweet_potato_6.csv,vegetables,vegetables,recognize,0.9335491103872728,0.03982449851068897,0.1928162989901864,0.8071837010098136,True,False,outer-2-herbs,closed_set,herbs,False
testing/tomato/tomato_6.csv#0:128,testing/tomato/tomato_6.csv,vegetables,vegetables,recognize,0.9445938350989869,0.4420819859054822,0.6462104289584281,0.35378957104157194,True,False,outer-2-herbs,closed_set,herbs,False
testing/tomato/tomato_6.csv#128:256,testing/tomato/tomato_6.csv,vegetables,vegetables,recognize,0.9228433694767229,0.375469636193913,0.5886422208790242,0.4113577791209758,True,False,outer-2-herbs,closed_set,herbs,False
testing/tomato/tomato_6.csv#256:384,testing/tomato/tomato_6.csv,vegetables,vegetables,recognize,0.9589878710344564,0.5227761087028733,0.708050808567186,0.29194919143281395,True,False,outer-2-herbs,closed_set,herbs,False
testing/tomato/tomato_6.csv#384:512,testing/tomato/tomato_6.csv,vegetables,vegetables,recognize,0.9586231789244429,0.5180150898427617,0.704685229131347,0.295314770868653,True,False,outer-2-herbs,closed_set,herbs,False
testing/angelica/angelica_6.csv#0:128,testing/angelica/angelica_6.csv,herbs,spices,recognize,0.8305363178141731,0.11441756401457989,0.30826602522810814,0.6917339747718918,True,False,outer-2-herbs,closed_set,herbs,True
testing/angelica/angelica_6.csv#128:256,testing/angelica/angelica_6.csv,herbs,fruits,recognize,0.6126591304881964,0.11213350434015805,0.18871640245284008,0.81128359754716,False,False,outer-2-herbs,closed_set,herbs,True
testing/angelica/angelica_6.csv#256:384,testing/angelica/angelica_6.csv,herbs,spices,recognize,0.7377723402474226,0.12358814526168467,0.30196012179847775,0.6980398782015222,True,False,outer-2-herbs,closed_set,herbs,True
testing/angelica/angelica_6.csv#384:512,testing/angelica/angelica_6.csv,herbs,spices,recognize,0.8290744829625972,0.11913431372285394,0.3142788881755804,0.6857211118244195,True,False,outer-2-herbs,closed_set,herbs,True
testing/angelica/angelica_6.csv#512:640,testing/angelica/angelica_6.csv,herbs,spices,recognize,0.7745468210735753,0.09334950367980384,0.2688932154666385,0.7311067845333614,True,False,outer-2-herbs,closed_set,herbs,True
testing/chamomile/chamomile_6.csv#0:128,testing/chamomile/chamomile_6.csv,herbs,fruits,recognize,0.6704683724709585,0.596447050677028,0.6323755872363592,0.3676244127636408,True,False,outer-2-herbs,closed_set,herbs,True
testing/chamomile/chamomile_6.csv#128:256,testing/chamomile/chamomile_6.csv,herbs,vegetables,recognize,0.4327645647019975,0.4373734185735822,0.31324527984516043,0.6867547201548396,False,False,outer-2-herbs,closed_set,herbs,True
testing/chamomile/chamomile_6.csv#256:384,testing/chamomile/chamomile_6.csv,herbs,fruits,recognize,0.4687519095054683,0.5771135326665755,0.520118323498513,0.47988167650148705,True,False,outer-2-herbs,closed_set,herbs,True
testing/chamomile/chamomile_6.csv#384:512,testing/chamomile/chamomile_6.csv,herbs,spices,recognize,0.43255823812434113,0.46705643934764113,0.3236230691526558,0.6763769308473442,False,False,outer-2-herbs,closed_set,herbs,True
testing/chives/chives_6.csv#0:128,testing/chives/chives_6.csv,herbs,vegetables,recognize,0.8760260170972524,0.1451099356049684,0.3565390286199524,0.6434609713800477,True,False,outer-2-herbs,closed_set,herbs,True
testing/chives/chives_6.csv#128:256,testing/chives/chives_6.csv,herbs,vegetables,recognize,0.8442547167733941,0.3051284511523987,0.5075491445241267,0.4924508554758733,True,False,outer-2-herbs,closed_set,herbs,True
testing/chives/chives_6.csv#256:384,testing/chives/chives_6.csv,herbs,vegetables,recognize,0.89923486507978,0.1437200273232466,0.35949695322670255,0.6405030467732975,True,False,outer-2-herbs,closed_set,herbs,True
testing/chives/chives_6.csv#384:512,testing/chives/chives_6.csv,herbs,vegetables,recognize,0.528068725589404,0.22644400776577736,0.34580051850486165,0.6541994814951384,True,False,outer-2-herbs,closed_set,herbs,True
testing/coriander/coriander_6.csv#0:128,testing/coriander/coriander_6.csv,herbs,fruits,recognize,0.6400938132401106,0.06759299363994466,0.1497632140858489,0.8502367859141511,False,False,outer-2-herbs,closed_set,herbs,True
testing/coriander/coriander_6.csv#128:256,testing/coriander/coriander_6.csv,herbs,spices,recognize,0.5805486898665049,0.14227072823902137,0.2873936062015253,0.7126063937984747,True,False,outer-2-herbs,closed_set,herbs,True
testing/coriander/coriander_6.csv#256:384,testing/coriander/coriander_6.csv,herbs,fruits,recognize,0.7392634262591924,0.10523423305197747,0.2008216943587013,0.7991783056412987,False,False,outer-2-herbs,closed_set,herbs,True
testing/coriander/coriander_6.csv#384:512,testing/coriander/coriander_6.csv,herbs,fruits,recognize,0.7387334328498308,0.11801176724033846,0.21258813923401185,0.7874118607659881,False,False,outer-2-herbs,closed_set,herbs,True
testing/dill/dill_6.csv#0:128,testing/dill/dill_6.csv,herbs,fruits,recognize,0.9506421124014626,0.0063204994065941345,0.05581060346522916,0.9441893965347709,False,False,outer-2-herbs,closed_set,herbs,True
testing/dill/dill_6.csv#128:256,testing/dill/dill_6.csv,herbs,fruits,recognize,0.9196490582749305,0.04297201099446968,0.14313188826874915,0.8568681117312509,False,False,outer-2-herbs,closed_set,herbs,True
testing/dill/dill_6.csv#256:384,testing/dill/dill_6.csv,herbs,fruits,recognize,0.8685147644120884,0.022846061935067746,0.10142073981324734,0.8985792601867526,False,False,outer-2-herbs,closed_set,herbs,True
testing/dill/dill_6.csv#384:512,testing/dill/dill_6.csv,herbs,fruits,recognize,0.7433381435192383,0.02375837300011934,0.09568283926204199,0.904317160737958,False,False,outer-2-herbs,closed_set,herbs,True
testing/garlic/garlic_6.csv#0:128,testing/garlic/garlic_6.csv,herbs,vegetables,recognize,0.6847937144617758,0.12573014070609756,0.29342666898891495,0.7065733310110851,True,False,outer-2-herbs,closed_set,herbs,True
testing/garlic/garlic_6.csv#128:256,testing/garlic/garlic_6.csv,herbs,fruits,recognize,0.564337313384111,0.3523681908627162,0.44593106883629996,0.5540689311637,True,False,outer-2-herbs,closed_set,herbs,True
testing/garlic/garlic_6.csv#256:384,testing/garlic/garlic_6.csv,herbs,fruits,recognize,0.7676431994288996,0.34703248777517665,0.5161367350048891,0.4838632649951109,True,False,outer-2-herbs,closed_set,herbs,True
testing/garlic/garlic_6.csv#384:512,testing/garlic/garlic_6.csv,herbs,fruits,recognize,0.7541595049871286,0.26153494224093116,0.4441160462956252,0.5558839537043748,True,False,outer-2-herbs,closed_set,herbs,True
testing/mint/mint_6.csv#0:128,testing/mint/mint_6.csv,herbs,vegetables,recognize,0.9686720422750275,0.043842647092028265,0.20608043695940262,0.7939195630405974,True,False,outer-2-herbs,closed_set,herbs,True
testing/mint/mint_6.csv#128:256,testing/mint/mint_6.csv,herbs,vegetables,recognize,0.778132459059037,0.21562175518908624,0.4096123613758615,0.5903876386241385,True,False,outer-2-herbs,closed_set,herbs,True
testing/mint/mint_6.csv#256:384,testing/mint/mint_6.csv,herbs,vegetables,recognize,0.9995917542358186,0.027696813115461866,0.1663896210970689,0.8336103789029311,True,False,outer-2-herbs,closed_set,herbs,True
testing/mint/mint_6.csv#384:512,testing/mint/mint_6.csv,herbs,vegetables,recognize,0.8479888866187015,0.25612622508730337,0.46603883147827213,0.5339611685217278,True,False,outer-2-herbs,closed_set,herbs,True
testing/mugwort/mugwort_6.csv#0:128,testing/mugwort/mugwort_6.csv,herbs,fruits,recognize,0.7504468663250456,0.3146812928044362,0.3498871022137051,0.6501128977862949,False,False,outer-2-herbs,closed_set,herbs,True
testing/mugwort/mugwort_6.csv#128:256,testing/mugwort/mugwort_6.csv,herbs,spices,recognize,0.558610906926925,0.3224075282367975,0.4243823296844788,0.5756176703155211,True,False,outer-2-herbs,closed_set,herbs,True
testing/mugwort/mugwort_6.csv#256:384,testing/mugwort/mugwort_6.csv,herbs,fruits,recognize,0.7497466622892839,0.28948984408074707,0.33543349951880247,0.6645665004811976,False,False,outer-2-herbs,closed_set,herbs,True
testing/mugwort/mugwort_6.csv#384:512,testing/mugwort/mugwort_6.csv,herbs,fruits,recognize,0.783607844217602,0.2847084891269945,0.3400807832220163,0.6599192167779837,False,False,outer-2-herbs,closed_set,herbs,True
testing/oregano/oregano_6.csv#0:128,testing/oregano/oregano_6.csv,herbs,spices,recognize,0.9200163397048978,0.008060508474220844,0.08611503644900217,0.9138849635509978,True,False,outer-2-herbs,closed_set,herbs,True
testing/oregano/oregano_6.csv#128:256,testing/oregano/oregano_6.csv,herbs,spices,recognize,0.9844225108953462,0.023503649600907783,0.1521102289635054,0.8478897710364945,True,False,outer-2-herbs,closed_set,herbs,True
testing/oregano/oregano_6.csv#256:384,testing/oregano/oregano_6.csv,herbs,spices,recognize,0.9690038598508033,0.02532331836835179,0.15664735313168757,0.8433526468683125,True,False,outer-2-herbs,closed_set,herbs,True
testing/oregano/oregano_6.csv#384:512,testing/oregano/oregano_6.csv,herbs,spices,recognize,0.9899534193930158,0.030690439488126452,0.1743046342296877,0.8256953657703123,True,False,outer-2-herbs,closed_set,herbs,True
testing/turnip/turnip_6.csv#0:128,testing/turnip/turnip_6.csv,herbs,fruits,recognize,0.587736745212014,0.11953037484263525,0.26505168074166674,0.7349483192583333,True,False,outer-2-herbs,closed_set,herbs,True
testing/turnip/turnip_6.csv#128:256,testing/turnip/turnip_6.csv,herbs,fruits,recognize,0.6879482269758256,0.20507436096380158,0.37560689959483934,0.6243931004051606,True,False,outer-2-herbs,closed_set,herbs,True
testing/turnip/turnip_6.csv#256:384,testing/turnip/turnip_6.csv,herbs,fruits,recognize,0.5745929200930663,0.20208289861974993,0.3407571023746874,0.6592428976253126,True,False,outer-2-herbs,closed_set,herbs,True
testing/turnip/turnip_6.csv#384:512,testing/turnip/turnip_6.csv,herbs,vegetables,recognize,0.7457195514506448,0.04989174259664001,0.192886619313672,0.807113380686328,True,False,outer-2-herbs,closed_set,herbs,True
testing/allspice/allspice_6.csv#0:128,testing/allspice/allspice_6.csv,spices,fruits,abstain_unknown,0.5325921114521541,0.2775698588512734,0.5325921114521541,0.4674078885478459,False,False,outer-2-herbs,confidence_threshold,herbs,False
testing/allspice/allspice_6.csv#128:256,testing/allspice/allspice_6.csv,spices,fruits,recognize,0.6811627842806977,0.27061888454587657,0.6811627842806977,0.31883721571930235,False,False,outer-2-herbs,confidence_threshold,herbs,False
testing/allspice/allspice_6.csv#256:384,testing/allspice/allspice_6.csv,spices,spices,recognize,0.8310161777054097,0.043881781284627795,0.8310161777054097,0.1689838222945903,True,False,outer-2-herbs,confidence_threshold,herbs,False
testing/allspice/allspice_6.csv#384:512,testing/allspice/allspice_6.csv,spices,spices,recognize,0.7822804911089891,0.23348792527956552,0.7822804911089891,0.21771950889101088,True,False,outer-2-herbs,confidence_threshold,herbs,False
testing/apple/apple_6.csv#0:128,testing/apple/apple_6.csv,fruits,vegetables,abstain_unknown,0.616530999455331,0.38985820598090415,0.616530999455331,0.38346900054466904,False,False,outer-2-herbs,confidence_threshold,herbs,False
testing/apple/apple_6.csv#128:256,testing/apple/apple_6.csv,fruits,vegetables,abstain_unknown,0.5427262949904763,0.5142484182530181,0.5427262949904763,0.4572737050095237,False,False,outer-2-herbs,confidence_threshold,herbs,False
testing/apple/apple_6.csv#256:384,testing/apple/apple_6.csv,fruits,vegetables,abstain_unknown,0.5192509813999387,0.4787283636232327,0.5192509813999387,0.48074901860006125,False,False,outer-2-herbs,confidence_threshold,herbs,False
testing/apple/apple_6.csv#384:512,testing/apple/apple_6.csv,fruits,fruits,recognize,0.6923448309227213,0.4317731410864642,0.6923448309227213,0.30765516907727875,True,False,outer-2-herbs,confidence_threshold,herbs,False
testing/asparagus/asparagus_6.csv#0:128,testing/asparagus/asparagus_6.csv,vegetables,vegetables,recognize,0.9255819772147819,0.20613973812420391,0.9255819772147819,0.07441802278521814,True,False,outer-2-herbs,confidence_threshold,herbs,False
testing/asparagus/asparagus_6.csv#128:256,testing/asparagus/asparagus_6.csv,vegetables,fruits,abstain_unknown,0.5852265901552828,0.5214205335616895,0.5852265901552828,0.4147734098447172,False,False,outer-2-herbs,confidence_threshold,herbs,False
testing/asparagus/asparagus_6.csv#256:384,testing/asparagus/asparagus_6.csv,vegetables,vegetables,recognize,0.9259149541306183,0.05580166761576825,0.9259149541306183,0.0740850458693817,True,False,outer-2-herbs,confidence_threshold,herbs,False
testing/asparagus/asparagus_6.csv#384:512,testing/asparagus/asparagus_6.csv,vegetables,spices,abstain_unknown,0.353051645845073,0.09425480858365425,0.353051645845073,0.646948354154927,False,False,outer-2-herbs,confidence_threshold,herbs,False
testing/avocado/avocado_6.csv#0:128,testing/avocado/avocado_6.csv,vegetables,vegetables,recognize,0.9163414627460018,0.24480560418749367,0.9163414627460018,0.08365853725399819,True,False,outer-2-herbs,confidence_threshold,herbs,False
testing/avocado/avocado_6.csv#128:256,testing/avocado/avocado_6.csv,vegetables,vegetables,recognize,0.8921773756901431,0.28229808431715325,0.8921773756901431,0.1078226243098569,True,False,outer-2-herbs,confidence_threshold,herbs,False
testing/avocado/avocado_6.csv#256:384,testing/avocado/avocado_6.csv,vegetables,vegetables,recognize,0.8466273058073083,0.3589555388812601,0.8466273058073083,0.15337269419269173,True,False,outer-2-herbs,confidence_threshold,herbs,False
testing/avocado/avocado_6.csv#384:512,testing/avocado/avocado_6.csv,vegetables,vegetables,recognize,0.9231778115837418,0.3706354751709946,0.9231778115837418,0.07682218841625821,True,False,outer-2-herbs,confidence_threshold,herbs,False
testing/banana/banana_6.csv#0:128,testing/banana/banana_6.csv,fruits,fruits,recognize,0.7678802936964763,0.10168826863221078,0.7678802936964763,0.23211970630352374,True,False,outer-2-herbs,confidence_threshold,herbs,False
testing/banana/banana_6.csv#128:256,testing/banana/banana_6.csv,fruits,fruits,recognize,0.8768247726923217,0.1133154531591753,0.8768247726923217,0.12317522730767827,False,False,outer-2-herbs,confidence_threshold,herbs,False
testing/banana/banana_6.csv#256:384,testing/banana/banana_6.csv,fruits,fruits,abstain_unknown,0.5241083154291789,0.045176405235687764,0.5241083154291789,0.4758916845708211,False,False,outer-2-herbs,confidence_threshold,herbs,False
testing/banana/banana_6.csv#384:512,testing/banana/banana_6.csv,fruits,fruits,recognize,0.9750612605675104,0.5148497168641063,0.9750612605675104,0.024938739432489587,True,False,outer-2-herbs,confidence_threshold,herbs,False
testing/broccoli/broccoli_6.csv#0:128,testing/broccoli/broccoli_6.csv,vegetables,vegetables,recognize,0.7348706758445644,0.18733659017629176,0.7348706758445644,0.26512932415543555,True,False,outer-2-herbs,confidence_threshold,herbs,False
testing/broccoli/broccoli_6.csv#128:256,testing/broccoli/broccoli_6.csv,vegetables,vegetables,recognize,0.7151997822680453,0.320136700931897,0.7151997822680453,0.28480021773195474,True,False,outer-2-herbs,confidence_threshold,herbs,False
testing/broccoli/broccoli_6.csv#256:384,testing/broccoli/broccoli_6.csv,vegetables,vegetables,recognize,0.8151316239567136,0.2633710472582756,0.8151316239567136,0.18486837604328643,True,False,outer-2-herbs,confidence_threshold,herbs,False
testing/broccoli/broccoli_6.csv#384:512,testing/broccoli/broccoli_6.csv,vegetables,vegetables,recognize,0.9257342708416785,0.13879105705378572,0.9257342708416785,0.07426572915832153,True,False,outer-2-herbs,confidence_threshold,herbs,False
testing/brussel_sprouts/brussel_sprouts_6.csv#0:128,testing/brussel_sprouts/brussel_sprouts_6.csv,vegetables,vegetables,recognize,0.747113227410555,0.1373121085090147,0.747113227410555,0.25288677258944503,True,False,outer-2-herbs,confidence_threshold,herbs,False
testing/brussel_sprouts/brussel_sprouts_6.csv#128:256,testing/brussel_sprouts/brussel_sprouts_6.csv,vegetables,vegetables,recognize,0.7416348655884438,0.4737817471485699,0.7416348655884438,0.2583651344115562,True,False,outer-2-herbs,confidence_threshold,herbs,False
testing/brussel_sprouts/brussel_sprouts_6.csv#256:384,testing/brussel_sprouts/brussel_sprouts_6.csv,vegetables,spices,abstain_unknown,0.49935147352675746,0.4020258315929869,0.49935147352675746,0.5006485264732425,False,False,outer-2-herbs,confidence_threshold,herbs,False
testing/brussel_sprouts/brussel_sprouts_6.csv#384:512,testing/brussel_sprouts/brussel_sprouts_6.csv,vegetables,vegetables,abstain_unknown,0.4363214441552412,0.412373902769641,0.4363214441552412,0.5636785558447588,False,False,outer-2-herbs,confidence_threshold,herbs,False
testing/cabbage/cabbage_6.csv#0:128,testing/cabbage/cabbage_6.csv,vegetables,vegetables,recognize,0.9078446256400724,0.36781306832237287,0.9078446256400724,0.0921553743599276,True,False,outer-2-herbs,confidence_threshold,herbs,False
testing/cabbage/cabbage_6.csv#128:256,testing/cabbage/cabbage_6.csv,vegetables,vegetables,recognize,0.7939489170373667,0.6253628848611078,0.7939489170373667,0.2060510829626333,True,False,outer-2-herbs,confidence_threshold,herbs,False
testing/cabbage/cabbage_6.csv#256:384,testing/cabbage/cabbage_6.csv,vegetables,vegetables,recognize,0.8552243023973146,0.6722684369863039,0.8552243023973146,0.14477569760268538,True,False,outer-2-herbs,confidence_threshold,herbs,False
testing/cabbage/cabbage_6.csv#384:512,testing/cabbage/cabbage_6.csv,vegetables,vegetables,recognize,0.9284508668696188,0.5426374598579007,0.9284508668696188,0.07154913313038125,True,False,outer-2-herbs,confidence_threshold,herbs,False
testing/cabbage/cabbage_6.csv#512:640,testing/cabbage/cabbage_6.csv,vegetables,vegetables,recognize,0.9553479327628239,0.31915248042249833,0.9553479327628239,0.044652067237176074,True,False,outer-2-herbs,confidence_threshold,herbs,False
testing/cauliflower/cauliflower_6.csv#0:128,testing/cauliflower/cauliflower_6.csv,vegetables,vegetables,recognize,0.6371300998422502,0.6552215772275761,0.6371300998422502,0.3628699001577498,True,False,outer-2-herbs,confidence_threshold,herbs,False
testing/cauliflower/cauliflower_6.csv#128:256,testing/cauliflower/cauliflower_6.csv,vegetables,vegetables,recognize,0.8070786839455596,0.7530359580578008,0.8070786839455596,0.1929213160544404,True,False,outer-2-herbs,confidence_threshold,herbs,False
testing/cauliflower/cauliflower_6.csv#256:384,testing/cauliflower/cauliflower_6.csv,vegetables,vegetables,recognize,0.7688961102757975,0.6230610211988395,0.7688961102757975,0.23110388972420248,True,False,outer-2-herbs,confidence_threshold,herbs,False
testing/cauliflower/cauliflower_6.csv#384:512,testing/cauliflower/cauliflower_6.csv,vegetables,vegetables,recognize,0.7121267406101707,0.35358988902466576,0.7121267406101707,0.28787325938982933,True,False,outer-2-herbs,confidence_threshold,herbs,False
testing/chervil/chervil_6.csv#0:128,testing/chervil/chervil_6.csv,spices,spices,recognize,0.927732369022772,0.14284790427868022,0.927732369022772,0.07226763097722799,True,False,outer-2-herbs,confidence_threshold,herbs,False
testing/chervil/chervil_6.csv#128:256,testing/chervil/chervil_6.csv,spices,spices,recognize,0.6756265177804558,0.046432384711737315,0.6756265177804558,0.3243734822195442,False,False,outer-2-herbs,confidence_threshold,herbs,False
testing/chervil/chervil_6.csv#256:384,testing/chervil/chervil_6.csv,spices,spices,recognize,0.7099673964566211,0.21244937238037329,0.7099673964566211,0.2900326035433789,True,False,outer-2-herbs,confidence_threshold,herbs,False
testing/chervil/chervil_6.csv#384:512,testing/chervil/chervil_6.csv,spices,spices,abstain_unknown,0.5751731942229408,0.007101659910996142,0.5751731942229408,0.4248268057770592,False,False,outer-2-herbs,confidence_threshold,herbs,False
testing/cinnamon/cinnamon_6.csv#0:128,testing/cinnamon/cinnamon_6.csv,spices,spices,recognize,0.6923610715578926,0.17961494002340547,0.6923610715578926,0.3076389284421074,True,False,outer-2-herbs,confidence_threshold,herbs,False
testing/cinnamon/cinnamon_6.csv#128:256,testing/cinnamon/cinnamon_6.csv,spices,spices,recognize,0.9923864599627548,0.012041417944977454,0.9923864599627548,0.007613540037245237,True,False,outer-2-herbs,confidence_threshold,herbs,False
